,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
8576,0.9524486,-1.0473027,-0.07905584,-0.74177235,-1.0644995,0.09373253,0.887265,-1.2200729,0.6165594,-1.0315293,-0.91348714,-0.110752605,0.05895387,-1.1872264,-0.13129967,-0.15519649,1
1829,0.83189344,-0.6394227,0.8565328,-0.74177235,0.0023281572,0.7519373,0.20394729,-1.0131863,1.063763,-0.518609,-0.73087364,0.46374425,-1.0602671,-0.7536014,-1.0093926,0.45493922,1
11807,0.7202051,-0.8619472,0.72723615,-0.74177235,-1.0644995,0.18463607,1.0957289,-1.2200729,1.4768173,-1.0315293,-0.91348714,1.2230504,-1.0602671,-1.1872264,-1.0093926,0.5253728,1
15951,1.1735747,-1.0473027,-0.05490434,-0.74177235,-1.0644995,-0.1322756,0.7744262,-1.2200729,1.2552991,-0.7286549,-0.91348714,-0.110752605,-0.5414787,-1.1872264,-0.68355566,-0.15519649,1
15229,1.1774317,-1.0473027,1.1247548,-0.37506565,-1.0644995,1.1190268,1.5275556,-1.2200729,0.8568901,-0.8045199,-0.91348714,-0.059652362,-0.8307859,-1.1872264,-0.8608622,0.051221225,1
5899,-0.13674015,-0.13426471,-0.1888461,-0.74177235,0.11844225,-0.1322756,-0.15640566,-0.1937798,-0.3536648,-0.41454488,-0.91348714,-0.110752605,-0.15521044,0.050212495,0.25100818,-0.15519649,2
3015,0.20899922,-0.294312,0.64181536,-0.74177235,-0.35747203,0.9403139,0.25347778,-0.84504515,-0.26014912,-0.6757038,-0.5602544,0.8250095,-1.0602671,-0.7035377,-1.0093926,1.389669,1
13484,1.1719748,-1.0473027,0.3679732,-0.74177235,-0.9416306,0.62567765,0.45217657,-1.1479452,0.90527964,-1.0315293,-0.91348714,0.08496606,-1.0602671,-1.1872264,-1.0093926,0.513767,1
8145,-0.13674015,-0.06442295,-0.1888461,-0.74177235,0.11427986,-0.1322756,-0.15640566,0.02628423,-0.3536648,-0.046139047,-0.7810988,-0.110752605,-0.15767372,0.1674987,0.18502055,-0.15519649,2
12345,1.4199482,-1.0473027,0.67802507,-0.5118973,-1.0644995,0.9896522,0.31548256,-1.2200729,1.1078843,-1.0315293,-0.91348714,-0.110752605,-0.95205206,-1.1872264,-0.8711821,0.11774601,1
4374,0.29086825,-0.88729537,-0.1888461,-0.74177235,-0.6195265,-0.1322756,-0.15640566,-0.29824418,0.034360997,-0.2044438,-0.91348714,-0.110752605,-0.16018718,-0.4415784,-0.15540066,-0.15519649,1
4693,0.19785208,-0.13445431,0.81821257,-0.74177235,-0.03257841,1.157792,0.11099245,-0.7201823,-0.18659571,-0.41307458,-0.48054355,0.6852956,-1.0602671,-0.5388738,-1.0093926,1.1402384,1
7345,0.71188015,-1.0473027,0.40708944,-0.74177235,-1.0644995,0.72509336,1.2616013,-1.1271642,0.60407525,-1.0315293,-0.91348714,-0.110752605,-0.109194346,-1.1872264,-0.27792478,-0.15519649,1
14123,-0.13674015,-1.0473027,0.08203852,-0.65957636,0.0031701922,-0.1322756,-0.15640566,0.008160904,-0.3536648,-0.48556554,-0.35913622,0.4103745,-1.0602671,-0.64813566,-1.0093926,0.26625103,1
5545,1.1274687,-1.0473027,0.47976577,-0.74177235,-1.0644995,0.5188761,1.115383,-1.1517918,0.6073852,-1.0315293,-0.91348714,-0.110752605,0.009062433,-1.1872264,0.07930371,-0.15519649,1
16235,-0.13674015,-0.63340384,-0.1888461,-0.74177235,-0.24740738,-0.1322756,-0.15640566,0.12093333,-0.3536648,-0.9769407,-0.91348714,0.42625037,-0.9787676,-0.48586544,-0.6439158,-0.15519649,1
12425,-0.13674015,-0.38319302,-0.1888461,-0.74177235,-0.19483517,-0.1322756,-0.15640566,0.02419742,-0.3536648,-0.14678404,-0.91348714,-0.110752605,-0.062169,-0.088280246,0.14842762,-0.15519649,1
15221,0.26724178,-1.0473027,0.6263558,-0.74177235,-1.0644995,0.63530004,0.17733742,-0.74779415,0.07879883,-1.0315293,-0.91348714,0.26200995,-1.0602671,-1.1872264,-1.0093926,0.54792446,1
12473,0.7857545,-1.0473027,0.78027916,-0.74177235,-1.0644995,0.14797261,1.5480651,-1.2200729,1.4410735,-1.0315293,-0.91348714,1.4715044,-1.0602671,-1.1872264,-1.0093926,0.6181724,1
9639,-0.13674015,0.36839268,-0.1888461,1.2782426,0.95731264,-0.1322756,-0.15640566,-0.19813816,-0.31888813,-0.08956687,0.6071894,-0.110752605,0.06543982,0.38388374,0.68683875,-0.15519649,2
5755,-0.13674015,-1.0473027,0.12157144,-0.74177235,-0.8058848,-0.1322756,-0.15640566,-0.58073723,-0.10032816,-1.0315293,-0.91348714,1.1153239,-1.0602671,-1.1872264,-1.0093926,0.2504501,1
7320,0.19593935,-1.0473027,0.4285212,-0.74177235,-1.0644995,0.456584,0.39000255,-1.2200729,1.0202751,-1.0315293,-0.91348714,1.3804606,-1.0602671,-1.1872264,-1.0093926,1.0052471,1
