'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature',diagnostic
0.191824,0.158907,0.923613,0.468358,0.897977,0.219407,1
0.137915,0.137412,0.931344,0.432991,0.975939,0.187522,6
0.142082,0.133504,0.934102,0.383571,0.975379,0.147168,1
0.13253,0.124763,0.938389,0.291528,0.99278,0.085016,1
0.802724,0.45604,0.80292,0.287267,0.899696,0.0827,1
0.295785,0.253434,0.877451,0.403772,0.910572,0.163169,2
0.385821,0.311975,0.851086,0.346478,0.94724,0.12023,3
0.262109,0.242741,0.880535,0.37995,0.909394,0.144511,1
0.130676,0.126248,0.937306,0.385784,0.973959,0.148858,1
0.118649,0.118368,0.940844,0.586119,0.952618,0.343565,5
0.213383,0.20171,0.900305,0.357557,0.955517,0.127955,3
0.26678,0.205805,0.902759,0.307318,0.974121,0.094475,1
0.758398,0.474781,0.788906,0.267146,0.925169,0.071453,1
0.126503,0.122076,0.939389,0.3039,0.989791,0.092371,3
0.231633,0.213195,0.895221,0.348069,0.956116,0.121242,2
0.379661,0.325924,0.842267,0.273595,0.952307,0.075015,1
0.197552,0.188133,0.906863,0.316237,0.978905,0.100032,1
0.288204,0.259579,0.873012,0.241165,0.981706,0.058251,2
0.139755,0.137565,0.931436,0.428847,0.980386,0.183986,2
0.084933,0.084378,0.957866,0.413439,0.980466,0.170946,1
0.263181,0.221956,0.892801,0.375276,0.935186,0.140937,1
0.115932,0.11593,0.942035,0.419574,0.967492,0.17608,5
0.192013,0.167964,0.918289,0.415327,0.946906,0.172566,1
0.72374,0.487299,0.779159,0.264568,0.908471,0.0701,1
0.658681,0.460559,0.78881,0.254533,0.916264,0.064914,1
0.227862,0.223177,0.88888,0.339342,0.960067,0.115253,1
0.234548,0.224306,0.888862,0.320209,0.974836,0.102661,1
0.185362,0.164379,0.919772,0.314002,0.98077,0.098615,2
0.294283,0.228885,0.891545,0.435386,0.962614,0.189665,1
0.102613,0.102078,0.949015,0.39142,0.978842,0.153251,4
0.243693,0.222475,0.890837,0.352418,0.954281,0.124237,1
0.434416,0.354226,0.83065,0.318991,0.918701,0.10188,3
0.428948,0.367427,0.822321,0.261825,0.953986,0.068816,6
0.138266,0.12305,0.939868,0.318537,0.988151,0.101485,1
0.187457,0.178759,0.911485,0.297743,0.982996,0.08869,2
0.568924,0.383441,0.825019,0.375179,0.838665,0.14102,1
0.281758,0.258947,0.872792,0.416089,0.888482,0.173384,1
0.957062,0.49675,0.792063,0.222314,0.940019,0.049509,1
0.18817,0.177939,0.912049,0.438839,0.916951,0.192681,3
0.128129,0.127391,0.936378,0.433856,0.954911,0.188299,3
0.389394,0.340571,0.834568,0.300061,0.932479,0.090191,1
0.121523,0.121009,0.939543,0.493828,0.932385,0.24392,1
0.65493,0.454263,0.791631,0.251675,0.933923,0.063492,2
0.225467,0.220025,0.890531,0.338922,0.960784,0.114945,1
0.303102,0.198684,0.909874,0.429255,0.928533,0.184312,3
0.363009,0.315892,0.846638,0.297751,0.947285,0.088808,2
0.229369,0.210534,0.896603,0.576675,0.872676,0.33272,3
0.460838,0.367112,0.825297,0.334194,0.888727,0.111834,3
0.657655,0.474841,0.780184,0.324507,0.804787,0.1055,1
0.178399,0.168991,0.916427,0.403245,0.947319,0.162671,2
0.139697,0.139193,0.930454,0.401234,0.960288,0.161028,1
0.100275,0.100068,0.949987,0.432574,0.965712,0.187167,1
